Dodavka; Platce; Nazev platce; Zuctovaci datum; Artikl; Nazev; Mnozstvi zaklad; Cena prodeje LM; Kurz prodeje LM/EUR; Cena nakup jedn EUR
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4202150; BBQ Omáčka sladká 400ml B10; 40; 1802,4; 25,32; 14
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4202220; Sójová omáčka 150ml B12; 12; 382,56; 25,32; 13,68
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4202600; Omáčka hranolky 400ml B10; 50; 2253; 25,32; 9,6
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4202700; BBQ Omáčka TD 220ml B8; 88; 2610,96; 25,32; 8,48
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 40; 1186,8; 25,32; 8,56
PDL23115964; K02302; Kaufland Česká republika v.o.s.; 22.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 3056; 161717,1; 25,32; 17,76
PDL23115966; K02302; Kaufland Česká republika v.o.s.; 22.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 15176; 803082,05; 25,32; 17,76
PDL23115976; K00112; ESA s.r.o.; 22.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 72; 3912,9; 25,32; 17,76
PDL23115976; K00112; ESA s.r.o.; 22.02.24; 4200060; Rajčatový kečup ostrý 570g B12; 12; 386,02; 25,32; 15,72
PDL23115976; K00112; ESA s.r.o.; 22.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 349,74; 25,32; 14,3
PDL23115976; K00112; ESA s.r.o.; 22.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 339,86; 25,32; 13,92
PDL23115977; K00112; ESA s.r.o.; 22.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 232,11; 25,32; 9,8
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 40; 2520; 25,35; 17,76
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4200020; Rajčatový kečup jemný 342g B10; 50; 1450; 25,35; 10,2
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 420; 13020; 25,35; 16,95
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 80; 3360; 25,35; 14,3
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 45; 1395; 25,35; 18
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 144; 4536; 25,35; 21,84
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 144; 4536; 25,35; 24,96
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,35; 12,48
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,35; 13,68
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 36; 1188; 25,35; 13,92
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,35; 9,6
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,35; 8,48
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,35; 8,56
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4202740; American Burger Omáčka TD 220ml B8; 16; 528; 25,35; 9,8
PDL23115994; K06875; Velká Pecka s.r.o.; 23.02.24; 4203140; Majonéza SG sklo 480ml B8; 24; 1183,2; 25,35; 12
PDL23116007; K02302; Kaufland Česká republika v.o.s.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 288; 7244,29; 25,35; 8,48
PDL23116009; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 480; 20784; 25,35; 22,08
PDL23116009; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200210; Rajčatový kečup TD (10) 400ml; 380; 12084; 25,35; 14,3
PDL23116011; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 480; 20784; 25,35; 22,08
PDL23116011; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200210; Rajčatový kečup TD (10) 400ml; 570; 18126; 25,35; 14,3
PDL23116011; K03543; Tesco Stores ČR a.s.; 23.02.24; 4201050; Fazole BBQ 390g B12; 720; 18000; 25,35; 12,48
PDL23116014; K02821; PENNY MARKET s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 34020; 25,35; 18
PDL23116015; K13521; KlauDa Trade s.r.o.; 22.02.24; 4207200; Heinz - Hrášek 400gm (20); 9600; 91200; 25,32; 7,4
PDL23116015; K13521; KlauDa Trade s.r.o.; 22.02.24; 4207210; Heinz - Červené fazole 400gm (20); 8000; 76000; 25,32; 7,4
PDL23116015; K13521; KlauDa Trade s.r.o.; 22.02.24; 4207220; Heinz - Kukuřice 400gm (20); 11180; 1138459,4; 25,32; 7,4
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 640; 37760; 25,35; 17,76
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 5040; 152712; 25,35; 16,95
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 1530; 58140; 25,35; 14,3
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 840; 25452; 25,35; 18
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 3840; 172800; 25,35; 22,08
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 1440; 39744; 25,35; 21,84
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 1440; 39744; 25,35; 24,96
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 348; 10996,8; 25,35; 13,68
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 348; 10996,8; 25,35; 13,92
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202520; Omáčka Sweet Chilli 220ml B8; 576; 18662,4; 25,35; 8,72
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 1152; 37324,8; 25,35; 8,48
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 1728; 55987,2; 25,35; 8,56
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202730; Česneková Omáčka TD 220ml B8; 576; 18662,4; 25,35; 8,56
PDL23116022; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4202750; Curry Mango omáčka 220ml B8; 512; 16588,8; 25,35; 9,8
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 72; 4536; 25,35; 17,76
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4200020; Rajčatový kečup jemný 342g B10; 130; 3770; 25,35; 10,2
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 39060; 25,35; 16,95
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 170; 7140; 25,35; 14,3
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 105; 3255; 25,35; 18
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 240; 7560; 25,35; 21,84
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 192; 6048; 25,35; 24,96
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4201020; Fazole chilli 390g B12; 24; 804; 25,35; 12,12
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,35; 12,48
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,35; 13,8
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,35; 13,68
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 84; 2772; 25,35; 13,92
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,35; 9,6
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,35; 9,6
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 48; 1584; 25,35; 8,48
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,35; 8,56
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202740; American Burger Omáčka TD 220ml B8; 40; 1320; 25,35; 9,8
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4202750; Curry Mango omáčka 220ml B8; 16; 528; 25,35; 9,8
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4203140; Majonéza SG sklo 480ml B8; 96; 4732,8; 25,35; 12
PDL23116023; K06875; Velká Pecka s.r.o.; 23.02.24; 4206010; Fazole 1kg B6; 24; 1656; 25,35; 13,74
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 128; 8064; 25,35; 17,76
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4200020; Rajčatový kečup jemný 342g B10; 180; 5220; 25,35; 10,2
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 840; 26040; 25,35; 16,95
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 230; 9660; 25,35; 14,3
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 120; 3720; 25,35; 18
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 288; 9072; 25,35; 21,84
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 144; 4536; 25,35; 24,96
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4201020; Fazole chilli 390g B12; 48; 1608; 25,35; 12,12
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4201050; Fazole BBQ 390g B12; 60; 2010; 25,35; 12,48
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202140; BBQ Omáčka classic 400ml B10; 30; 1389; 25,35; 13,8
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 24; 792; 25,35; 13,68
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 84; 2772; 25,35; 13,92
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,35; 9,6
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,35; 9,6
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 48; 1584; 25,35; 8,48
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,35; 8,56
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202740; American Burger Omáčka TD 220ml B8; 40; 1320; 25,35; 9,8
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 25,35; 9,8
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4203140; Majonéza SG sklo 480ml B8; 56; 2760,8; 25,35; 12
PDL23116024; K06875; Velká Pecka s.r.o.; 23.02.24; 4206010; Fazole 1kg B6; 24; 1656; 25,35; 13,74
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 152; 9576; 25,35; 17,76
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4200020; Rajčatový kečup jemný 342g B10; 190; 5510; 25,35; 10,2
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 39060; 25,35; 16,95
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 340; 14280; 25,35; 14,3
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 135; 4185; 25,35; 18
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 360; 11340; 25,35; 21,84
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 192; 6048; 25,35; 24,96
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4201020; Fazole chilli 390g B12; 60; 2010; 25,35; 12,12
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,35; 12,48
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202140; BBQ Omáčka classic 400ml B10; 40; 1852; 25,35; 13,8
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 48; 1584; 25,35; 13,68
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 96; 3168; 25,35; 13,92
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202510; Omáčka česneková 400ml B10; 20; 926; 25,35; 9,6
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,35; 9,6
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 64; 2112; 25,35; 8,48
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4202750; Curry Mango omáčka 220ml B8; 16; 528; 25,35; 9,8
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4203140; Majonéza SG sklo 480ml B8; 96; 4732,8; 25,35; 12
PDL23116025; K06875; Velká Pecka s.r.o.; 23.02.24; 4206010; Fazole 1kg B6; 30; 2070; 25,35; 13,74
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4201000; Fazole 415g B24; 240; 6000; 25,35; 21,84
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 96; 2400; 25,35; 24,96
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4201020; Fazole chilli 390g B12; 156; 3900; 25,35; 12,12
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4202140; BBQ Omáčka classic 400ml B10; 720; 24048; 25,35; 13,8
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 204; 6305,64; 25,35; 13,68
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 336; 10385,76; 25,35; 13,92
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4202510; Omáčka česneková 400ml B10; 1030; 34402; 25,35; 9,6
PDL23116029; K03543; Tesco Stores ČR a.s.; 23.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 496; 13838,4; 25,35; 8,56
PDL23116030; K00134; Albert Česká republika, s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 1440; 39744; 25,35; 21,84
PDL23116032; K02302; Kaufland Česká republika v.o.s.; 23.02.24; 4202150; BBQ Omáčka sladká 400ml B10; 570; 22182,8; 25,35; 14
PDL23116037; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 1224; 45288; 25,35; 16,32
PDL23116037; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 320; 13856; 25,35; 22,08
PDL23116037; K03543; Tesco Stores ČR a.s.; 23.02.24; 4200210; Rajčatový kečup TD (10) 400ml; 380; 12084; 25,35; 14,3
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 88; 5544; 25,35; 17,76
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4200020; Rajčatový kečup jemný 342g B10; 160; 4640; 25,35; 10,2
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 39060; 25,35; 16,95
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 210; 8820; 25,35; 14,3
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 105; 3255; 25,35; 18
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 360; 11340; 25,35; 21,84
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4201010; Fazole bez cukru 415g B24; 120; 3780; 25,35; 24,96
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4201020; Fazole chilli 390g B12; 48; 1608; 25,35; 12,12
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4201050; Fazole BBQ 390g B12; 36; 1206; 25,35; 12,48
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202140; BBQ Omáčka classic 400ml B10; 40; 1852; 25,35; 13,8
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,35; 13,68
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; 84; 2772; 25,35; 13,92
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,35; 9,6
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,35; 8,48
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 16; 528; 25,35; 8,56
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202740; American Burger Omáčka TD 220ml B8; 40; 1320; 25,35; 9,8
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4202750; Curry Mango omáčka 220ml B8; 16; 528; 25,35; 9,8
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4203140; Majonéza SG sklo 480ml B8; 24; 1183,2; 25,35; 12
PDL23116038; K06875; Velká Pecka s.r.o.; 23.02.24; 4206010; Fazole 1kg B6; 24; 1656; 25,35; 13,74
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 192; 14561,28; 25,35; 17,76
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 132; 6138; 25,35; 16,32
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4200020; Rajčatový kečup jemný 342g B10; 550; 16032,5; 25,35; 10,2
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; 585; 20352,15; 25,35; 16,95
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4200060; Rajčatový kečup ostrý 570g B12; 144; 6696; 25,35; 15,72
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 160; 7440; 25,35; 14,3
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 84; 2677,92; 25,35; 13,68
PDL23116040; K07280; Košík.cz s.r.o.; 23.02.24; 4203100; Majonéza klasik 710ml B6; 396; 16552,8; 25,35; 0
PDL23116049; K01089; Globus ČR, v.o.s.; 23.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 160; 8480; 25,35; 22,08
PDL23116049; K01089; Globus ČR, v.o.s.; 23.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 640; 40960; 25,35; 17,76
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4200030; Rajčatový kečup 450g B15; -15; -412,9; 25,35; 16,95
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4201000; Fazole 415g B24; 24; 500,86; 25,35; 21,84
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4202220; Sójová omáčka 150ml B12; 12; 395,16; 25,35; 13,68
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4202310; Worcesterová omáčka150ml B12; -24; -679,71; 25,35; 13,92
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4202700; BBQ Omáčka TD 220ml B8; -8; -207,6; 25,35; 8,48
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 232,11; 25,35; 9,8
PDL23116055; K00112; ESA s.r.o.; 23.02.24; 4206010; Fazole 1kg B6; 12; 676,09; 25,35; 13,74
